sid,cid,sidsrcname,sidextid,subssynonym,sidmdate,depdate,depcatg,annotation
347911066,,DrugBank,DB10982,Sage|Salvia officinalis|sage leaf allergenic extract|DB10982,20200307,20171103,Curation Efforts|Research and Development,NULL
347911067,,DrugBank,DB10983,Thyme|Garden thyme|DB10983,20200307,20171103,Curation Efforts|Research and Development,NULL
347911068,,DrugBank,DB10984,Peppermint|Peppermint flowering top|DB10984,20200307,20171103,Curation Efforts|Research and Development,NULL
347911069,,DrugBank,DB10986,Douglas fir pollen extract|Pseudotsuga menziesii pollen|DB10986,20200307,20171103,Curation Efforts|Research and Development,NULL
347911070,,DrugBank,DB10988,Maclura pomifera pollen|osage orange pollen extract|DB10988,20200307,20171103,Curation Efforts|Research and Development,NULL
347911071,,DrugBank,DB10989,"Hepatitis A Vaccine|Hepatitis A vaccine, inactivated|DB10989",20200307,20171103,Curation Efforts|Research and Development,NULL
347911072,,DrugBank,DB10990,"DB10990|Haemophilus influenzae type b strain 20752 capsular polysaccharide tetanus toxoid conjugate antigen|Haemophilus influenzae type b strain 20752, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",20200307,20171103,Curation Efforts|Research and Development,NULL
347911073,,DrugBank,DB10991,"DB10991|Bordetella pertussis toxoid vaccine, inactivated|Bordetella pertussis toxoid antigen (formaldehyde, glutaraldehyde inactivated)",20200307,20171103,Curation Efforts|Research and Development,NULL
347911074,,DrugBank,DB10997,Autologous cultured chondrocytes|DB10997,20200307,20171103,Curation Efforts|Research and Development,NULL
347911075,,DrugBank,DB11003,Anthrax Vaccine|Anthrax Vaccine Adsorbed|Bacillus anthracis inactivated antigen|DB11003|Bacillus anthracis strain V770-NP1-R antigen|Bacillus anthracis strain V770-NP1-R antigens|Bacillus anthracis strain V770-NP1-R filtrate antigen|Bacillus anthracis strain V770-NP1-R filtrate (attenuated) antigen,20200307,20171103,Curation Efforts|Research and Development,NULL
347911076,,DrugBank,DB11005,Ulmus parvifolia pollen|Chinese elm pollen extract|DB11005,20200307,20171103,Curation Efforts|Research and Development,NULL
347911077,,DrugBank,DB11007,Cytisus scoparius flowering top|DB11007,20200307,20171103,Curation Efforts|Research and Development,NULL
347911078,,DrugBank,DB11009,"Quahog|Northern quahog|Clam|Minced clams|Quahog, unspecified|clam allergenic extract|DB11009",20200307,20171103,Curation Efforts|Research and Development,NULL
347911079,,DrugBank,DB11010,"Codfish|Cod, unspecified|codfish allergenic extract|Cod, unspecified preparation|DB11010|COD",20200307,20171103,Curation Efforts|Research and Development,NULL
347911080,,DrugBank,DB11014,"Salmon|Pink salmon|salmon preparation|Salmon, unspecified|salmon allergenic extract|DB11014",20200307,20171103,Curation Efforts|Research and Development,NULL
347911081,,DrugBank,DB11018,Canis lupus familiaris dander|DB11018,20200307,20171103,Curation Efforts|Research and Development,NULL
347911082,,DrugBank,DB11021,Equus caballus dander|DB11021,20200307,20171103,Curation Efforts|Research and Development,NULL
347911083,,DrugBank,DB11022,Aspergillus nidulans|DB11022,20200307,20171103,Curation Efforts|Research and Development,NULL
347911084,,DrugBank,DB11025,Dendryphiella vinosa|DB11025,20200307,20171103,Curation Efforts|Research and Development,NULL
347911085,,DrugBank,DB11026,Solenopsis richteri|DB11026|black imported fire ant allergenic extract,20200307,20171103,Curation Efforts|Research and Development,NULL
347911086,,DrugBank,DB11027,red paper wasp venom protein|Polistes annularis venom protein|DB11027,20200307,20171103,Curation Efforts|Research and Development,NULL
347911087,,DrugBank,DB11028,Common paper wasp venom protein|Polistes exclamans venom protein|DB11028,20200307,20171103,Curation Efforts|Research and Development,NULL
347911088,,DrugBank,DB11029,Polistes metricus venom protein|Metricus paper wasp venom protein|DB11029,20200307,20171103,Curation Efforts|Research and Development,NULL
347911089,,DrugBank,DB11030,German wasp venom protein|Vespula germanica venom protein|DB11030,20200307,20171103,Curation Efforts|Research and Development,NULL
347911090,,DrugBank,DB11031,Vespula pensylvanica venom protein|western yellow jacket venom protein|DB11031,20200307,20171103,Curation Efforts|Research and Development,NULL
347911091,,DrugBank,DB11032,Vespula squamosa venom protein|DB11032,20200307,20171103,Curation Efforts|Research and Development,NULL
347911092,,DrugBank,DB11033,common wasp venom protein|Yellow jacket venom protein|Hymenoptera venom diagnostic|Vespula vulgaris venom protein|DB11033,20200307,20171103,Curation Efforts|Research and Development,NULL
347911093,,DrugBank,DB11050,Typhoid Vaccine Live|Typhoid Vaccine Live Ty21a|Salmonella typhi ty21a live antigen|DB11050|Typhoid vaccine (salmonella typhi Ty21a)|Salmonella enterica subsp. enterica serovar typhi,20200307,20171103,Curation Efforts|Research and Development,NULL
347911094,,DrugBank,DB11051,AZFICEL-T|Autologous cultured fibroblasts|DB11051,20200307,20171103,Curation Efforts|Research and Development,NULL
347911095,,DrugBank,DB11054,DB11054|Human cord blood hematopoietic progenitor cell,20200307,20171103,Curation Efforts|Research and Development,NULL
347911096,,DrugBank,DB11057,"Liquid paraffin|Paraffin oil|Liquid petrolatum|Paraffin, liquid|Heavy mineral oil|White mineral oil|Petrolatum, liquid|Paraffinum Liquidum|Mineral oil, heavy|MINERAL OIL|Heavy liquid petrolatum|Food Grade Mineral Oil|Mineral Oil (high Viscosity)|DB11057",20200307,20171103,Curation Efforts|Research and Development,NULL
347911097,,DrugBank,DB11058,"Petroleum jelly|Petrolatum base|Soft paraffin|White petrolatum|Petrolatum,amber|Petrolatum,white|Multi-hydrocarbon|Petrolatum, white|Yellow soft paraffin|PETROLATUM|White, soft paraffin|DB11058",20200307,20171103,Curation Efforts|Research and Development,NULL
347911098,,DrugBank,DB11059,"Carmellose|Carbose|Thylose|Cellulose gum|Carboxymethylcellulose|Cellulose carboxymethyl ether|CARBOXYMETHYL CELLULOSE|Cellulose, carboxymethyl ether|DB11059",20200307,20171103,Curation Efforts|Research and Development,NULL
347911099,,DrugBank,DB11060,PVOH|POLYVINYL ALCOHOL|DB11060,20200307,20171103,Curation Efforts|Research and Development,NULL
347911100,,DrugBank,DB11061,"Polividone|Povidone|Povidone, Unspecified|1-Vinyl-2-pyrrolidinone polymer|1-Ethenyl-2-pyrrolidinone homopolymer|DB11061",20200307,20171103,Curation Efforts|Research and Development,NULL
347911101,8364,DrugBank,DB11062,Octisalate|2-ETHYLHEXYL SALICYLATE|Octyl salicylate|2-Ethylhexyl 2-hydroxybenzoate|DB11062,20200307,20171103,Curation Efforts|Research and Development,NULL
347911102,,DrugBank,DB11063,Polysorbate 80|Tween 80|DB11063|polyoxyethylene-sorbitan-20 mono-oleate,20200307,20171103,Curation Efforts|Research and Development,NULL
347911103,8362,DrugBank,DB11064,"Homosalate|3,3,5-Trimethylcyclohexyl 2-hydroxybenzoate|DB11064",20200307,20171103,Curation Efforts|Research and Development,NULL
347911104,,DrugBank,DB11074,DIMETHICONE|DB11074,20200307,20171103,Curation Efforts|Research and Development,NULL
347911105,,DrugBank,DB11075,"Hypromelloses|Hypromellose|hydroxypropylmethylcellulose|Hydroxypropyl methylcelluloses|Hydroxypropyl methylcellulose 4000|Hydroxypropyl methylcellulose 2910|Hydroxypropyl methylcellulose 2208|Cellulose hydroxypropyl methyl ether|DB11075|Cellulose, 2-hydroxypropyl methyl ether",20200307,20171103,Curation Efforts|Research and Development,NULL
347911106,,DrugBank,DB11076,Dextran 70|DB11076,20171103,20171103,Curation Efforts|Research and Development,NULL
347911107,,DrugBank,DB11077,"Octaethylene glycol|Polyethylene glycol 8|Polyethylene Glycol 400|PEG-8|PEG-400|DB11077|3,6,9,12,15,18,21-Heptaoxatricosane-1,23-diol",20200307,20171103,Curation Efforts|Research and Development,NULL
347911108,,DrugBank,DB11082,"Coal tars|Tar, coal|COAL TAR|DB11082",20200307,20171103,Curation Efforts|Research and Development,NULL
347911109,,DrugBank,DB11086,"Theobroma oil|Cacao butter|Oil,cocoa butter|Oil, cocoa butter|Theobroma cacao oil|COCOA BUTTER|Cacao seed oil, fermented|Theobroma cacao (cocoa) seed butter|DB11086",20200307,20171103,Curation Efforts|Research and Development,NULL
347911110,,DrugBank,DB11087,"Pyrethrins|Pyrethrum extract|Pyrethrum oleoresin|Pyrethrum oleo resin|PYRETHRUM|Pyrethrins and Pyrethroids|Allergenic extract, pyrethrum|Rid mousse component pyrethrins|Pyrethrins component of rid mousse|DB11087|Tanacetum cinerariifolium pyrethrins extract|Chrysanthemum cinerariifolium pyrethrins extract",20200307,20171103,Curation Efforts|Research and Development,NULL
347911111,,DrugBank,DB11088,Shark liver oil|DB11088,20200307,20171103,Curation Efforts|Research and Development,NULL
347911112,11339,DrugBank,DB11089,DOCUSATE|Docusate hydrogen|DIOCTYL SULFOSUCCINATE|DB11089,20200307,20171103,Curation Efforts|Research and Development,NULL
347911113,,DrugBank,DB11094,"Calciferol|Vitamin D NOS|VITAMIN D|Vitamin D, unspecified form|DB11094",20200307,20171103,Curation Efforts|Research and Development,NULL
347911114,,DrugBank,DB11095,Desirudin|Hirudin desirudin|63-Desulfohirudin|DESIRUDIN RECOMBINANT|63-Desulfohirudin (recombinant)|DB11095|63-Desulfohirudin (Hirudo medicinalis isoform HV1),20200307,20171103,Curation Efforts|Research and Development,NULL
347911115,,DrugBank,DB11097,Plantago seed|Psyllium husk|PSYLLIUM|DB11097,20200307,20171103,Curation Efforts|Research and Development,NULL
347911116,204,DrugBank,DB11100,"allantoin|Glyoxyldiureide|5-Ureidohydantoin|(2,5-Dioxo-4-imidazolidinyl)urea|2,5-Dioxo-4-imidazolidinyl-urea|N-(2,5-Dioxo-4-imidazolidinyl)urea|4-ureido-2,5-Imidazolidinedione|5-Ureido-2,4-imidazolidindione|DB11100",20210804,20171103,Curation Efforts|Research and Development,NULL
347911117,,DrugBank,DB11105,Benzalkonium|DB11105,20200307,20171103,Curation Efforts|Research and Development,NULL
347911118,,DrugBank,DB11108,Aluminum sesquichlorohydrate|DB11108,20200307,20171103,Curation Efforts|Research and Development,NULL
347911119,,DrugBank,DB11111,WITCH HAZEL|DB11111,20200307,20171103,Curation Efforts|Research and Development,NULL
347911120,,DrugBank,DB11112,"Lanolin oil|Wool grease|Wool fat|Wool oil|Fats, lanolin|Anhydrous lanolin|Lanolin, anhydrous|Wool wax, lanolin|Wool wax, refined|LANOLIN|DB11112",20200307,20171103,Curation Efforts|Research and Development,NULL
347911121,,DrugBank,DB11113,Bimayou|Castorbean oil|Maskerekur oil|Ricinus oil|Agaliya oil|Oleum Ricini|Lama palagi oil|Ricinus ruber oil|Ricinus minor oil|Ricinus nanus oil|Ricinus urens oil|Uluchula skoki oil|Ricinus scaber oil|Ricinus medius oil|Ricinus krappa oil|Ricinus badius oil|Ricinus laevis oil|Ricinus lividus oil|Ricinus armatus oil|Croton spinosus oil|Cataputia major oil|Cataputia minor oil|Ricinus rugosus oil|Ricinus glaucus oil|Ricinus inermis oil|Ricinus viridis oil|Ricinus medicus oil|Ricinus zanzibarinus|Ricinus vulgar,20200307,20171103,Curation Efforts|Research and Development,NULL
347911122,,DrugBank,DB11114,EUCALYPTUS OIL|DB11114,20200307,20171103,Curation Efforts|Research and Development,NULL
347911123,,DrugBank,DB11116,Aluminum zirconium trichlorohydrex Gly|DB11116,20200307,20171103,Curation Efforts|Research and Development,NULL
347911124,5634,DrugBank,DB11117,undecylenic acid|10-UNDECENOIC ACID|Undecenoic acid|undecylenate|DB11117,20200307,20171103,Curation Efforts|Research and Development,NULL
347911125,,DrugBank,DB11118,ammonia|DB11118,20200307,20171103,Curation Efforts|Research and Development,NULL
347911126,,DrugBank,DB11120,Gum turpentine|Turpentine gum|Turpentine (gum)|TURPENTINE|Spirits of gum turpentine|DB11120,20200307,20171103,Curation Efforts|Research and Development,NULL
347911127,,DrugBank,DB11122,Dextran 40|DB11122,20171103,20171103,Curation Efforts|Research and Development,NULL
347911128,,DrugBank,DB11124,Racepinephrine|DB11124,20200307,20171103,Curation Efforts|Research and Development,NULL
347911129,,DrugBank,DB11130,OPIUM|Papaver somniferum resin|Papaver somniferum exudate|DB11130,20200307,20171103,Curation Efforts|Research and Development,NULL
347911130,,DrugBank,DB11131,Chili oleoresin|Oleoresin capsicum|Capsicum oleoresin|Capsaicin oleoresin|Cayenne pepper resin|Capsicum longum resin|Capsicum annuum resin|Oleoresins of capsicum|Capsicum capsicum resin|DB11131,20200307,20171103,Curation Efforts|Research and Development,NULL
347911131,,DrugBank,DB11133,Phospholipids|Omega-3 acid|n-3 Fatty Acids|Omega-3|omega-3 Fatty acid|Omega-3 phospholipids|Omega 3 Fatty Acids|Omega-3 Fatty Acids|Omega-3 Polyunsaturates|Omega-3 acid triglycerides|Omega-3 polyunsaturated fatty acids|DB11133,20200307,20171103,Curation Efforts|Research and Development,NULL
347911132,22988,DrugBank,DB11141,MANGANESE GLUCONATE|Manganese D-gluconate|Manganese(II) gluconate|Manganese gluconate anhydrous|DB11141,20210804,20171103,Curation Efforts|Research and Development,NULL
347911133,,DrugBank,DB11143,cresol|DB11143,20200307,20171103,Curation Efforts|Research and Development,NULL
347911134,,DrugBank,DB11147,Aluminum zirconium pentachlorohydrate|DB11147,20200307,20171103,Curation Efforts|Research and Development,NULL
347911135,,DrugBank,DB11149,DB11149|Aluminum zirconium tetrachlorohydrex Gly,20200307,20171103,Curation Efforts|Research and Development,NULL
347911136,,DrugBank,DB11152,Trichloroacetate|DB11152,20200307,20171103,Curation Efforts|Research and Development,NULL
347911137,,DrugBank,DB11158,pectin|DB11158,20200307,20171103,Curation Efforts|Research and Development,NULL
347911138,,DrugBank,DB11161,Macrogol 300|Polyethylene glycol 300|PEG-6|PEG 300|DB11161,20200307,20171103,Curation Efforts|Research and Development,NULL
347911139,,DrugBank,DB11163,picrate|DB11163,20171103,20171103,Curation Efforts|Research and Development,NULL
347911140,,DrugBank,DB11165,Colophonium|Colophony|Greek pitch|Wood rosin|Gum rosin|Rosin gum|Tall oil pitch|Colophonia resina|ROSIN|DB11165,20200307,20171103,Curation Efforts|Research and Development,NULL
347911141,,DrugBank,DB11166,"Antithrombin Alfa|Antithrombin (recombinant)|Antithrombin III,recombinant|Antithrombin III, recombinant|DB11166",20200307,20171103,Curation Efforts|Research and Development,NULL
347911142,,DrugBank,DB11169,Ferrous asparto glycinate|DB11169,20200307,20171103,Curation Efforts|Research and Development,NULL
347911143,,DrugBank,DB11172,Mayou|Oleum sesami|Zhi ma seed oil|Zhi ma oil|Sesamum indicum oil|Sesamum orientale oil|SESAME OIL|Sesamum indicum seed oil|Sesamum orientale seed oil|Sesamum indicum (sesame) seed oil|Sesamum indicum (sesame) seed butter|DB11172,20200307,20171103,Curation Efforts|Research and Development,NULL
347911144,,DrugBank,DB11178,Polysorbate 20|DB11178,20200307,20171103,Curation Efforts|Research and Development,NULL
347911145,,DrugBank,DB11179,Exametazime|DB11179,20200307,20171103,Curation Efforts|Research and Development,NULL
347911146,5282593,DrugBank,DB11181,HOMATROPINE|DB11181,20200307,20171103,Curation Efforts|Research and Development,NULL
347911147,25474,DrugBank,DB11182,ROSE BENGAL|DB11182,20200307,20171103,Curation Efforts|Research and Development,NULL
347911148,70678541,DrugBank,DB11191,"Cobamamide|adenosylcobalamin|coenzyme B12|coenzyme B-12|Vitamin B12 coenzyme|Adenosylcob(III)alamin|5'-Deoxy-5'-adenosylcobalamin|DB11191|(5,6-dimethylbenzimidazolyl)cobamide coenzyme",20200307,20171103,Curation Efforts|Research and Development,NULL
